	model	sentid	pairid	contextid	lemma	condition	comparison	sentence	probsum	probmean	surpsum	surpmean
0	bert-base-cased	1	1	1	abandon	sent_comp	unexpected	The farmer knows the customer abandon	3.01920766165864e-10	3.01920766165864e-10	31.625110626220703	31.625110626220703
1	bert-base-cased	2	1	1	abandon	sent_comp	expected	The farmer knows the customer abandons	4.7046287804164415e-05	4.7046287804164415e-05	17.32257604598999	17.32257604598999
2	bert-base-cased	3	2	1	abate	sent_comp	unexpected	The farmer knows the customer abate	8.3274138660272e-06	8.3274138660272e-06	17.669013023376465	17.669013023376465
3	bert-base-cased	4	2	1	abate	sent_comp	expected	The farmer knows the customer abates	0.0018247765512644871	0.0018247765512644871	12.965351899464926	12.965351899464926
4	bert-base-cased	5	3	1	abide	sent_comp	unexpected	The farmer knows the customer abide	8.381342524899082e-06	8.381342524899082e-06	17.619606971740723	17.619606971740723
5	bert-base-cased	6	3	1	abide	sent_comp	expected	The farmer knows the customer abides	0.0018016179407519435	0.0018016179407519435	11.539743900299072	11.539743900299072
6	bert-base-cased	7	4	1	abolish	sent_comp	unexpected	The farmer knows the customer abolish	0.0018103720876088353	0.0018103720876088353	13.625890572865805	13.625890572865805
7	bert-base-cased	8	4	1	abolish	sent_comp	expected	The farmer knows the customer abolishes	0.001992239033152469	0.001992239033152469	12.99674622217814	12.99674622217814
8	bert-base-cased	9	5	1	absorb	sent_comp	unexpected	The farmer knows the customer absorb	4.941685394221905e-10	4.941685394221905e-10	30.914278030395508	30.914278030395508
9	bert-base-cased	10	5	1	absorb	sent_comp	expected	The farmer knows the customer absorbs	5.359300643268892e-05	5.359300643268892e-05	18.75345277786255	18.75345277786255
10	bert-base-cased	11	6	1	abuse	sent_comp	unexpected	The farmer knows the customer abuse	4.6528680908153314e-10	4.6528680908153314e-10	31.00115966796875	31.00115966796875
11	bert-base-cased	12	6	1	abuse	sent_comp	expected	The farmer knows the customer abuses	2.0220651542057766e-10	2.0220651542057766e-10	32.203453063964844	32.203453063964844
12	bert-base-cased	13	7	1	accede	sent_comp	unexpected	The farmer knows the customer accede	0.0017462442800421944	0.0017462442800421944	15.231812636057535	15.231812636057535
13	bert-base-cased	14	7	1	accede	sent_comp	expected	The farmer knows the customer accedes	0.0012248799625922205	0.0012248799625922205	12.383893966674805	12.383893966674805
14	bert-base-cased	15	8	1	accelerate	sent_comp	unexpected	The farmer knows the customer accelerate	1.6529312640845006e-11	1.6529312640845006e-11	35.81618118286133	35.81618118286133
15	bert-base-cased	16	8	1	accelerate	sent_comp	expected	The farmer knows the customer accelerates	7.4752634029451315e-06	7.4752634029451315e-06	20.939772605895996	20.939772605895996
16	bert-base-cased	17	9	1	accept	sent_comp	unexpected	The farmer knows the customer accept	2.6292505950209492e-09	2.6292505950209492e-09	28.502700805664062	28.502700805664062
17	bert-base-cased	18	9	1	accept	sent_comp	expected	The farmer knows the customer accepts	1.6999857077593104e-09	1.6999857077593104e-09	29.1318302154541	29.1318302154541
